learner_id,resource_id,views,completion_rate,time_on_task_min,quiz_score,liked,implicit_score
U101,R007,5,0.464,20.0,53.0,0,0.6447
U101,R059,3,0.502,12.0,85.0,0,0.5491
U101,R023,1,0.452,20.0,49.0,0,0.3537
U101,R089,2,0.589,14.0,58.0,0,0.4542
U101,R039,4,0.753,7.0,57.0,1,0.6077
U101,R013,2,0.548,4.0,64.0,0,0.4195
U101,R021,3,0.45,23.0,54.0,0,0.5141
U101,R075,3,0.571,8.0,48.0,0,0.4778
U101,R041,2,0.356,14.0,55.0,0,0.3899
U101,R080,2,0.622,6.0,63.0,0,0.4433
U101,R063,5,0.204,16.0,46.0,0,0.5512
U101,R012,2,0.809,23.0,69.0,1,0.5639
U101,R033,4,0.627,32.0,56.0,0,0.6651
U101,R095,2,0.361,21.0,53.0,0,0.4126
U101,R025,2,0.679,36.0,47.0,0,0.5347
U101,R036,2,0.523,25.0,58.0,0,0.4777
U101,R050,1,0.607,23.0,61.0,0,0.4274
U101,R083,4,0.846,12.0,55.0,1,0.6451
U101,R024,2,0.483,29.0,47.0,0,0.4602
U102,R008,4,0.72,7.0,54.0,1,0.5935
U102,R055,5,0.61,14.0,74.0,0,0.7014
U102,R111,2,0.44,14.0,54.0,0,0.4089
U102,R082,4,0.307,7.0,76.0,0,0.5342
U102,R100,1,0.539,8.0,86.0,0,0.4058
U102,R062,3,0.715,26.0,68.0,0,0.6193
U102,R096,1,0.326,22.0,78.0,0,0.3875
U102,R020,4,0.585,12.0,75.0,0,0.6199
U102,R074,5,0.746,19.0,71.0,1,0.7476
U102,R120,5,0.611,6.0,77.0,0,0.6786
U102,R039,5,0.512,4.0,76.0,0,0.6445
U102,R061,5,0.748,27.0,72.0,1,0.7792
U102,R079,2,0.819,39.0,74.0,1,0.6346
U102,R094,3,0.737,16.0,66.0,0,0.5844
U102,R025,2,0.729,33.0,71.0,0,0.5842
U102,R056,3,0.558,29.0,75.0,0,0.605
U103,R091,5,0.644,4.0,76.0,0,0.6775
U103,R001,3,0.518,7.0,72.0,0,0.509
U103,R067,5,0.606,32.0,61.0,0,0.7399
U103,R047,1,0.622,9.0,76.0,0,0.4102
U103,R017,2,0.607,16.0,68.0,0,0.4859
U103,R015,2,0.625,4.0,74.0,0,0.4588
U103,R120,3,0.717,16.0,73.0,0,0.5934
U103,R038,3,0.69,9.0,71.0,0,0.5572
U103,R063,4,0.779,23.0,62.0,1,0.6824
U103,R093,5,0.63,26.0,80.0,0,0.762
U103,R018,1,0.546,14.0,73.0,0,0.4034
U103,R062,2,0.372,16.0,61.0,0,0.4132
U104,R102,5,0.584,23.0,57.0,0,0.6936
U104,R005,1,0.551,24.0,53.0,0,0.401
U104,R098,1,0.424,16.0,64.0,0,0.3622
U104,R083,2,0.729,16.0,51.0,0,0.4824
U104,R064,1,0.585,23.0,66.0,0,0.4319
U104,R062,5,0.539,13.0,65.0,0,0.662
U104,R117,2,0.564,21.0,71.0,0,0.4994
U104,R081,2,0.24,4.0,56.0,0,0.3265
U104,R089,3,0.39,11.0,71.0,0,0.4895
U104,R103,2,0.612,24.0,46.0,0,0.4723
U104,R074,1,0.609,21.0,67.0,0,0.4326
U104,R087,2,0.57,20.0,63.0,0,0.4812
U105,R091,3,0.588,4.0,84.0,0,0.5395
U105,R006,3,0.461,4.0,80.0,0,0.4998
U105,R088,4,0.578,19.0,60.0,0,0.6136
U105,R083,4,0.599,29.0,58.0,0,0.6512
U105,R038,2,0.707,18.0,71.0,0,0.5242
U105,R036,4,0.663,36.0,74.0,1,0.7247
U105,R117,4,0.527,9.0,60.0,0,0.5645
U105,R077,1,0.682,28.0,91.0,0,0.5243
U105,R086,1,0.759,4.0,74.0,1,0.4223
U105,R060,2,0.623,5.0,64.0,0,0.4419
U105,R084,1,0.663,27.0,69.0,0,0.4719
U106,R097,1,0.243,4.0,63.0,0,0.2713
U106,R010,5,0.477,26.0,90.0,0,0.7438
U106,R093,2,0.609,22.0,97.0,0,0.5662
U106,R048,3,0.566,4.0,65.0,0,0.496
U106,R034,2,0.611,31.0,69.0,0,0.5435
U106,R033,1,0.493,28.0,84.0,0,0.4631
U106,R104,5,0.577,13.0,73.0,0,0.6875
U106,R047,1,0.593,8.0,63.0,0,0.3733
U106,R086,3,0.645,12.0,70.0,0,0.5549
U106,R039,4,0.382,5.0,75.0,0,0.5437
U106,R054,4,0.786,15.0,83.0,1,0.697
U107,R031,1,0.661,12.0,100.0,0,0.4789
U107,R109,3,0.467,17.0,95.0,0,0.5786
U107,R110,2,0.532,22.0,93.0,0,0.539
U107,R050,4,0.643,16.0,84.0,0,0.6669
U107,R043,3,0.413,8.0,96.0,0,0.5343
U107,R091,3,0.501,8.0,96.0,0,0.5563
U107,R069,1,0.611,13.0,96.0,0,0.462
U107,R084,3,0.794,37.0,100.0,1,0.743
U107,R052,4,0.466,25.0,92.0,0,0.6714
U107,R079,5,0.399,19.0,86.0,0,0.6908
U108,R113,2,0.464,24.0,86.0,0,0.5153
U108,R004,1,0.656,9.0,71.0,0,0.4087
U108,R119,1,0.535,27.0,64.0,0,0.4299
U108,R075,1,0.489,4.0,77.0,0,0.3608
U108,R086,4,0.581,4.0,70.0,0,0.5798
U108,R027,4,0.702,16.0,88.0,1,0.6897
U108,R011,2,0.411,10.0,84.0,0,0.4471
U108,R120,4,0.708,4.0,75.0,1,0.6215
U108,R064,4,0.56,25.0,75.0,0,0.6609
U108,R082,1,0.491,16.0,80.0,0,0.4109
U108,R102,2,0.645,14.0,74.0,0,0.5002
U108,R044,3,0.526,23.0,76.0,0,0.5771
U108,R076,1,0.684,22.0,68.0,0,0.457
U109,R094,3,0.549,7.0,80.0,0,0.5327
U109,R075,3,0.352,9.0,80.0,0,0.4907
U109,R032,3,0.456,9.0,79.0,0,0.5147
U109,R099,3,0.698,17.0,57.0,0,0.5603
U109,R071,3,0.521,10.0,85.0,0,0.5466
U109,R117,3,0.418,6.0,86.0,0,0.5083
U109,R089,2,0.385,4.0,80.0,0,0.4108
U109,R045,2,0.645,14.0,71.0,0,0.4942
U109,R062,4,0.733,41.0,80.0,1,0.7723
U109,R102,1,0.598,17.0,59.0,0,0.3993
U109,R093,4,0.599,23.0,73.0,0,0.6594
U109,R103,1,0.737,18.0,74.0,0,0.4677
U109,R100,2,0.564,26.0,65.0,0,0.5055
U109,R035,5,0.58,5.0,74.0,0,0.6612
U109,R077,4,0.584,20.0,80.0,0,0.6587
U109,R120,5,0.627,8.0,70.0,0,0.6758
U109,R074,3,0.41,10.0,71.0,0,0.4909
U109,R083,1,0.83,14.0,74.0,1,0.4764
U109,R096,4,0.684,31.0,78.0,1,0.7197
U109,R105,1,0.56,8.0,87.0,0,0.4131
U109,R073,4,0.615,26.0,72.0,0,0.6723
U110,R002,4,0.317,6.0,75.0,0,0.5311
U110,R097,3,0.573,21.0,74.0,0,0.5776
U110,R111,5,0.43,20.0,74.0,0,0.6782
U110,R010,2,0.645,43.0,81.0,0,0.6196
U110,R003,4,0.461,9.0,79.0,0,0.586
U110,R061,5,0.527,32.0,70.0,0,0.7381
U110,R027,4,0.806,18.0,73.0,1,0.693
U110,R059,4,0.451,4.0,77.0,0,0.5613
U110,R023,5,0.764,35.0,56.0,1,0.7803
U110,R032,1,0.804,24.0,73.0,1,0.5043
U111,R006,1,0.535,4.0,56.0,0,0.3303
U111,R052,5,0.468,25.0,41.0,0,0.6399
U111,R022,4,0.543,12.0,46.0,0,0.5514
U111,R012,3,0.498,26.0,50.0,0,0.529
U111,R086,4,0.398,15.0,52.0,0,0.538
U111,R101,4,0.622,24.0,51.0,0,0.6248
U111,R091,5,0.54,6.0,52.0,0,0.6108
U111,R069,3,0.6,10.0,51.0,0,0.4984
U111,R007,2,0.68,14.0,50.0,0,0.4609
U111,R053,1,0.479,16.0,57.0,0,0.3619
U111,R109,2,0.711,33.0,50.0,0,0.5377
U111,R016,2,0.487,4.0,44.0,0,0.3643
U111,R075,2,0.709,6.0,63.0,0,0.4651
U111,R042,1,0.651,25.0,42.0,0,0.4077
U111,R066,3,0.688,20.0,47.0,0,0.5487
U111,R090,2,0.641,39.0,54.0,0,0.5501
U111,R041,3,0.472,25.0,49.0,0,0.5169
U112,R083,1,0.633,13.0,79.0,0,0.4335
U112,R064,5,0.505,25.0,58.0,0,0.6832
U112,R007,2,0.663,26.0,94.0,0,0.5883
U112,R109,2,0.684,38.0,59.0,0,0.5672
U112,R049,1,0.46,24.0,59.0,0,0.3903
U112,R117,1,0.518,24.0,71.0,0,0.4288
U112,R078,1,0.5,17.0,63.0,0,0.3828
U112,R019,5,0.548,23.0,69.0,0,0.7086
U112,R030,4,0.622,11.0,68.0,0,0.6115
U112,R112,5,0.847,35.0,66.0,1,0.821
U112,R082,1,0.37,20.0,60.0,0,0.3552
U112,R113,1,0.701,22.0,77.0,0,0.4792
U112,R111,4,0.678,21.0,75.0,1,0.6759
U112,R011,5,0.555,13.0,67.0,0,0.67
U112,R065,1,0.425,4.0,80.0,0,0.3508
U112,R120,2,0.707,7.0,64.0,0,0.4702
U112,R059,3,0.547,4.0,87.0,0,0.5353
U112,R076,5,0.55,19.0,66.0,0,0.6886
U112,R101,5,0.619,18.0,75.0,0,0.7202
U112,R116,3,0.536,29.0,53.0,0,0.5555
U112,R057,1,0.659,27.0,80.0,0,0.4929
U113,R022,3,0.834,30.0,67.0,1,0.6616
U113,R039,4,0.528,10.0,63.0,0,0.5744
U113,R034,5,0.785,22.0,92.0,1,0.8102
U113,R030,2,0.716,4.0,68.0,0,0.4695
U113,R061,2,0.62,26.0,59.0,0,0.5075
U113,R102,4,0.747,24.0,78.0,1,0.71
U113,R097,4,0.599,25.0,69.0,0,0.6587
U113,R044,1,0.699,25.0,90.0,0,0.5157
U113,R027,2,0.347,6.0,76.0,0,0.4006
U113,R041,1,0.615,37.0,77.0,0,0.5123
U113,R103,5,0.613,31.0,77.0,0,0.77
U113,R032,4,0.503,19.0,70.0,0,0.6148
U113,R057,4,0.797,37.0,73.0,1,0.7598
U113,R038,1,0.662,14.0,78.0,0,0.4424
U113,R042,1,0.525,22.0,90.0,0,0.4613
U113,R087,4,0.702,24.0,82.0,1,0.7068
U113,R036,2,0.68,34.0,61.0,0,0.5556
U114,R098,4,0.646,34.0,95.0,0,0.7551
U114,R076,2,0.676,18.0,99.0,0,0.5725
U114,R015,5,0.468,14.0,95.0,0,0.7079
U114,R038,4,0.833,24.0,90.0,1,0.7555
U114,R033,3,0.696,31.0,87.0,0,0.6707
U114,R059,2,0.433,4.0,100.0,0,0.4628
U114,R017,2,0.448,11.0,100.0,0,0.492
U114,R101,1,0.694,29.0,100.0,0,0.549
U114,R096,2,0.624,21.0,100.0,0,0.5724
U114,R065,2,0.414,9.0,99.0,0,0.4742
U114,R016,4,0.64,20.0,97.0,0,0.7067
U114,R043,4,0.576,17.0,97.0,0,0.6798
U114,R112,2,0.594,24.0,100.0,0,0.5758
U114,R031,2,0.858,33.0,100.0,1,0.6745
U114,R063,1,0.544,5.0,100.0,0,0.4242
U114,R037,1,0.497,4.0,100.0,0,0.4088
U114,R054,3,0.464,12.0,97.0,0,0.5636
U114,R071,1,0.688,18.0,100.0,0,0.5075
U114,R108,4,0.461,4.0,100.0,0,0.6098
U114,R036,4,0.589,34.0,98.0,0,0.7469
U115,R015,1,0.445,20.0,74.0,0,0.402
U115,R067,4,0.807,36.0,78.0,1,0.7687
U115,R062,2,0.672,21.0,49.0,0,0.4824
U115,R039,1,0.649,15.0,65.0,0,0.4168
U115,R077,5,0.735,26.0,55.0,1,0.7383
U115,R107,1,0.199,4.0,57.0,0,0.2483
U115,R098,5,0.514,13.0,54.0,0,0.6338
U115,R074,1,0.506,4.0,79.0,0,0.369
U115,R030,4,0.741,9.0,57.0,1,0.612
U115,R068,2,0.761,4.0,77.0,1,0.4988
U115,R111,2,0.49,6.0,73.0,0,0.4303
U115,R045,2,0.631,17.0,68.0,0,0.4956
U115,R076,1,0.656,12.0,62.0,0,0.4016
U115,R065,5,0.525,15.0,55.0,0,0.6458
U115,R072,4,0.798,37.0,68.0,1,0.75
U115,R097,5,0.577,20.0,66.0,0,0.699
U115,R064,3,0.609,40.0,60.0,0,0.6277
U116,R003,2,0.702,11.0,87.0,0,0.5295
U116,R052,5,0.532,22.0,90.0,0,0.743
U116,R001,5,0.585,24.0,83.0,0,0.7495
U116,R111,2,0.556,24.0,87.0,0,0.5403
U116,R004,3,0.575,4.0,86.0,0,0.5403
U116,R119,2,0.237,12.0,76.0,0,0.3949
U116,R022,4,0.455,13.0,71.0,0,0.583
U116,R021,1,0.658,17.0,61.0,0,0.4183
U116,R059,3,0.638,17.0,69.0,0,0.5693
U117,R097,5,0.406,11.0,80.0,0,0.6515
U117,R085,1,0.774,7.0,63.0,0,0.415
U117,R013,2,0.866,10.0,87.0,1,0.5669
U117,R058,4,0.708,22.0,64.0,1,0.665
U117,R047,2,0.408,7.0,65.0,0,0.3975
U117,R076,5,0.613,4.0,80.0,0,0.6778
U117,R033,3,0.544,27.0,64.0,0,0.5722
U117,R112,1,0.734,38.0,71.0,0,0.5337
U117,R096,5,0.587,18.0,83.0,0,0.7282
U117,R079,1,0.64,34.0,69.0,0,0.4916
U117,R028,1,0.528,9.0,61.0,0,0.3567
U117,R064,5,0.687,38.0,69.0,1,0.7979
U117,R113,1,0.78,28.0,75.0,1,0.5168
U117,R040,4,0.429,19.0,79.0,0,0.6143
U117,R077,2,0.442,8.0,72.0,0,0.4236
U117,R049,1,0.31,9.0,65.0,0,0.3102
U117,R067,4,0.438,10.0,70.0,0,0.5659
U117,R080,5,0.474,4.0,71.0,0,0.625
U117,R048,5,0.702,7.0,80.0,1,0.711
U118,R104,3,0.562,18.0,46.0,0,0.508
U118,R006,3,0.627,4.0,56.0,0,0.4933
U118,R113,3,0.706,37.0,59.0,0,0.639
U118,R057,2,0.554,31.0,65.0,0,0.5212
U118,R083,4,0.627,20.0,71.0,0,0.6515
U118,R041,2,0.419,20.0,50.0,0,0.4175
U118,R035,4,0.681,13.0,63.0,1,0.6235
U118,R114,1,0.651,18.0,63.0,0,0.4242
U118,R049,5,0.568,18.0,54.0,0,0.6655
U118,R075,2,0.461,4.0,65.0,0,0.3998
U118,R093,4,0.46,19.0,43.0,0,0.5501
U118,R109,4,0.619,33.0,59.0,0,0.6728
U118,R048,5,0.687,13.0,63.0,1,0.695
U118,R073,5,0.58,27.0,63.0,0,0.7192
U119,R086,2,0.563,8.0,85.0,0,0.4798
U119,R031,3,0.477,7.0,81.0,0,0.5167
U119,R008,1,0.427,6.0,85.0,0,0.3686
U119,R091,3,0.652,15.0,90.0,0,0.6075
U119,R017,2,0.625,8.0,67.0,0,0.4593
U119,R113,2,0.518,20.0,87.0,0,0.5162
U119,R065,2,0.462,5.0,86.0,0,0.4457
U119,R015,4,0.378,12.0,77.0,0,0.5721
U119,R016,4,0.626,5.0,77.0,0,0.6087
U119,R098,5,0.662,33.0,88.0,1,0.8115
U119,R066,4,0.392,25.0,72.0,0,0.6129
U119,R105,2,0.421,4.0,75.0,0,0.4098
U119,R093,3,0.445,14.0,90.0,0,0.5522
U119,R009,4,0.675,20.0,79.0,1,0.6795
U119,R036,4,0.765,35.0,84.0,1,0.7665
U119,R118,3,0.651,41.0,82.0,0,0.6858
U119,R028,1,0.754,15.0,81.0,1,0.475
U119,R037,2,0.428,4.0,78.0,0,0.4175
U119,R090,1,0.595,16.0,90.0,0,0.4569
U119,R111,1,0.69,21.0,79.0,0,0.4769
U119,R025,3,0.851,42.0,92.0,1,0.7595
U120,R042,1,0.684,36.0,82.0,0,0.5359
U120,R088,4,0.735,20.0,75.0,1,0.6865
U120,R016,4,0.759,11.0,98.0,1,0.7058
U120,R071,1,0.358,14.0,97.0,0,0.4044
U120,R112,2,0.625,38.0,69.0,0,0.5724
U120,R031,3,0.502,7.0,79.0,0,0.519
U120,R103,1,0.594,26.0,47.0,0,0.407
U120,R111,5,0.857,26.0,86.0,1,0.8308
U120,R116,4,0.756,39.0,73.0,1,0.7568
U120,R024,2,0.422,18.0,84.0,0,0.479
U120,R084,1,0.782,38.0,89.0,1,0.5817
U120,R120,4,0.703,11.0,80.0,1,0.6558
U120,R034,5,0.547,21.0,79.0,0,0.7211
U120,R102,4,0.595,30.0,73.0,0,0.6838
U120,R058,1,0.454,21.0,75.0,0,0.4099
U120,R085,1,0.572,7.0,62.0,0,0.3625
U120,R107,5,0.532,19.0,75.0,0,0.7021
U120,R056,2,0.583,24.0,76.0,0,0.525
U121,R086,5,0.615,11.0,92.0,0,0.7278
U121,R001,5,0.763,20.0,89.0,1,0.7915
U121,R077,2,0.604,10.0,91.0,0,0.5094
U121,R029,3,0.562,31.0,82.0,0,0.6272
U121,R014,2,0.497,10.0,80.0,0,0.4606
U121,R006,1,0.583,4.0,80.0,0,0.3903
U121,R097,5,0.718,28.0,76.0,1,0.7833
U121,R016,1,0.7,14.0,65.0,0,0.4259
U121,R041,5,0.486,26.0,85.0,0,0.736
U121,R015,4,0.584,13.0,71.0,0,0.6153
U121,R032,4,0.538,38.0,100.0,0,0.7527
U122,R025,2,0.494,24.0,57.0,0,0.4648
U122,R056,4,0.534,18.0,68.0,0,0.615
U122,R006,5,0.586,8.0,54.0,0,0.6336
U122,R032,1,0.777,36.0,73.0,1,0.5412
U122,R103,4,0.439,21.0,62.0,0,0.5901
U122,R020,3,0.71,32.0,54.0,0,0.6119
U122,R074,3,0.565,15.0,58.0,0,0.5218
U122,R100,4,0.424,4.0,52.0,0,0.5045
U122,R108,5,0.5,19.0,51.0,0,0.6461
U122,R016,2,0.502,15.0,51.0,0,0.422
U122,R037,5,0.449,4.0,67.0,0,0.6108
U122,R117,3,0.532,22.0,60.0,0,0.543
U122,R022,3,0.438,18.0,61.0,0,0.507
U122,R071,2,0.625,13.0,70.0,0,0.4835
U122,R030,3,0.346,4.0,46.0,0,0.403
U122,R055,5,0.544,13.0,62.0,0,0.6573
U122,R088,2,0.5,29.0,48.0,0,0.4665
U122,R027,3,0.542,10.0,66.0,0,0.5139
U123,R008,4,0.687,10.0,100.0,1,0.6881
U123,R061,2,0.534,19.0,96.0,0,0.5346
U123,R107,3,0.462,10.0,100.0,0,0.5619
U123,R102,3,0.417,14.0,75.0,0,0.5152
U123,R099,5,0.493,4.0,96.0,0,0.6798
U123,R078,5,0.806,23.0,88.0,1,0.8111
U123,R080,4,0.696,4.0,86.0,1,0.6405
U123,R011,5,0.504,5.0,87.0,0,0.6682
U123,R120,4,0.696,12.0,96.0,1,0.6896
U123,R049,5,0.757,39.0,95.0,1,0.8711
U123,R071,5,0.684,13.0,96.0,1,0.7603
U123,R091,2,0.554,18.0,92.0,0,0.528
U123,R101,2,0.471,9.0,91.0,0,0.4725
U123,R029,3,0.655,38.0,89.0,0,0.6899
U123,R063,1,0.511,19.0,83.0,0,0.4328
U124,R096,2,0.688,28.0,46.0,0,0.5058
U124,R014,4,0.511,15.0,65.0,0,0.5923
U124,R090,4,0.55,34.0,62.0,0,0.6651
U124,R078,3,0.47,6.0,46.0,0,0.4413
U124,R048,3,0.429,22.0,48.0,0,0.4932
U124,R038,3,0.489,4.0,37.0,0,0.4208
U124,R120,3,0.443,4.0,55.0,0,0.4453
U124,R066,1,0.615,17.0,65.0,0,0.4156
U124,R085,4,0.814,17.0,68.0,1,0.6813
U124,R064,2,0.336,5.0,63.0,0,0.3682
U124,R084,2,0.674,26.0,54.0,0,0.511
U125,R098,5,0.476,20.0,74.0,0,0.6897
U125,R016,5,0.506,8.0,80.0,0,0.6656
U125,R092,2,0.632,26.0,72.0,0,0.5365
U125,R081,1,1.0,12.0,81.0,1,0.5256
U125,R039,4,0.652,10.0,84.0,1,0.6474
U125,R017,4,0.754,5.0,84.0,1,0.6547
U125,R120,4,0.443,4.0,83.0,0,0.5713
U125,R069,1,0.474,6.0,84.0,0,0.3783
U125,R090,5,0.773,46.0,80.0,1,0.8705
U125,R067,2,0.713,28.0,83.0,0,0.5861
U125,R088,1,0.733,28.0,81.0,0,0.5171
U126,R074,1,0.57,13.0,100.0,0,0.4598
U126,R001,5,0.644,21.0,91.0,0,0.7694
U126,R070,3,0.881,30.0,94.0,1,0.7273
U126,R062,3,0.705,35.0,100.0,0,0.7135
U126,R024,5,0.451,31.0,85.0,0,0.7455
U126,R019,2,0.615,24.0,100.0,0,0.581
U126,R103,3,0.557,24.0,97.0,0,0.6305
U126,R045,2,0.505,16.0,93.0,0,0.5104
U126,R066,1,0.757,29.0,97.0,1,0.5587
U126,R030,2,0.49,9.0,100.0,0,0.4952
U126,R065,3,0.473,10.0,89.0,0,0.5426
U127,R087,5,0.779,12.0,57.0,1,0.7024
U127,R084,3,0.703,47.0,58.0,0,0.6727
U127,R005,2,0.544,17.0,68.0,0,0.4738
U127,R040,1,0.53,31.0,68.0,0,0.4512
U127,R032,2,0.496,17.0,60.0,0,0.4458
U127,R059,2,0.655,4.0,74.0,0,0.4663
U127,R017,2,0.748,7.0,61.0,0,0.4745
U127,R089,2,0.418,17.0,60.0,0,0.4263
U127,R086,3,0.803,7.0,68.0,1,0.5722
U127,R081,5,0.593,10.0,62.0,0,0.6586
U127,R009,1,0.797,31.0,68.0,1,0.518
U127,R056,5,0.604,34.0,59.0,0,0.7426
U127,R114,4,0.419,5.0,65.0,0,0.5329
U127,R029,5,0.672,36.0,65.0,1,0.7789
U127,R066,1,0.642,20.0,57.0,0,0.4172
U127,R037,2,0.567,9.0,57.0,0,0.4285
U127,R057,2,0.568,29.0,56.0,0,0.4995
U127,R082,1,0.891,53.0,66.0,1,0.6175
U127,R104,2,0.521,10.0,61.0,0,0.4286
U127,R033,2,0.512,30.0,58.0,0,0.4931
U128,R065,2,0.53,14.0,83.0,0,0.4894
U128,R041,1,0.351,23.0,77.0,0,0.3954
U128,R005,1,0.455,15.0,54.0,0,0.3463
U128,R068,1,0.61,4.0,70.0,0,0.377
U128,R019,2,0.627,28.0,64.0,0,0.5266
U128,R102,1,0.434,12.0,54.0,0,0.3301
U128,R052,1,0.559,19.0,58.0,0,0.3948
U128,R010,1,0.404,8.0,61.0,0,0.3221
U128,R016,4,0.559,19.0,60.0,0,0.6088
U128,R084,1,0.576,22.0,71.0,0,0.436
U128,R059,3,0.541,4.0,50.0,0,0.4598
U128,R085,1,0.61,9.0,71.0,0,0.3972
U128,R070,5,0.531,13.0,68.0,0,0.666
U128,R007,3,0.766,23.0,54.0,0,0.5931
U128,R043,3,0.735,18.0,73.0,0,0.6052
U128,R110,2,0.604,27.0,86.0,0,0.5612
U128,R038,4,0.562,10.0,69.0,0,0.5949
U128,R048,1,0.688,11.0,91.0,0,0.464
U128,R066,4,0.845,26.0,57.0,1,0.6998
U128,R095,1,0.489,13.0,54.0,0,0.3475
U128,R021,1,0.471,7.0,75.0,0,0.3632
U129,R021,4,0.74,24.0,88.0,1,0.7283
U129,R064,2,0.724,37.0,85.0,0,0.6255
U129,R010,1,0.658,40.0,70.0,0,0.52
U129,R045,4,0.422,14.0,60.0,0,0.5564
U129,R103,1,0.83,28.0,68.0,1,0.5153
U129,R016,3,0.665,8.0,52.0,0,0.5093
U129,R072,3,0.671,35.0,80.0,0,0.665
U129,R099,2,0.605,14.0,74.0,0,0.4902
U129,R108,3,0.483,17.0,62.0,0,0.5166
U129,R013,5,0.648,17.0,76.0,0,0.7258
U129,R047,2,0.495,13.0,80.0,0,0.471
U129,R111,5,0.491,9.0,77.0,0,0.6595
U129,R018,4,0.678,19.0,70.0,1,0.6586
U129,R070,2,0.479,11.0,77.0,0,0.4538
U129,R028,1,0.667,7.0,77.0,0,0.4162
U129,R061,2,0.5,20.0,81.0,0,0.4997
U129,R073,2,0.626,19.0,69.0,0,0.5036
U129,R022,1,0.681,13.0,81.0,0,0.4495
U130,R062,5,0.597,26.0,63.0,0,0.7198
U130,R035,3,0.61,9.0,60.0,0,0.5152
U130,R007,4,0.588,15.0,74.0,0,0.6295
U130,R073,4,0.741,26.0,65.0,1,0.6898
U130,R018,2,0.398,13.0,67.0,0,0.4208
U130,R105,3,0.584,13.0,65.0,0,0.5333
U130,R057,5,0.419,25.0,67.0,0,0.6797
U130,R012,4,0.547,18.0,68.0,0,0.6182
U130,R013,4,0.677,4.0,72.0,1,0.6078
U130,R082,4,0.737,39.0,73.0,1,0.7521
U130,R061,1,0.883,31.0,63.0,0,0.5295
U130,R086,2,0.307,5.0,57.0,0,0.3489
U130,R081,3,0.428,4.0,58.0,0,0.4475
U130,R008,3,0.678,9.0,68.0,0,0.5482
U130,R055,2,0.374,4.0,57.0,0,0.362
U130,R116,5,0.56,33.0,68.0,0,0.746
U130,R033,2,0.366,8.0,61.0,0,0.3826
U130,R056,2,0.536,19.0,57.0,0,0.4571
U130,R065,4,0.703,12.0,65.0,1,0.6294
U130,R092,3,0.502,22.0,77.0,0,0.5695
U130,R020,2,0.592,23.0,64.0,0,0.4996
U131,R107,4,0.501,4.0,62.0,0,0.5438
U131,R031,4,0.435,18.0,59.0,0,0.5722
U131,R104,4,0.565,7.0,62.0,0,0.5707
U131,R051,4,0.734,40.0,59.0,1,0.727
U131,R041,1,0.418,20.0,56.0,0,0.3592
U131,R035,1,0.448,6.0,53.0,0,0.3098
U131,R117,3,0.671,23.0,47.0,0,0.5554
U131,R047,5,0.602,7.0,44.0,0,0.614
U131,R092,2,0.74,32.0,67.0,0,0.5754
U131,R042,4,0.847,40.0,46.0,1,0.7292
U131,R057,3,0.736,29.0,48.0,0,0.5955
U132,R094,4,0.671,20.0,65.0,1,0.6505
U132,R077,3,0.347,12.0,74.0,0,0.4884
U132,R016,4,0.482,5.0,58.0,0,0.5347
U132,R050,2,0.461,8.0,70.0,0,0.4243
U132,R038,5,0.66,21.0,68.0,1,0.7274
U132,R063,4,0.37,11.0,70.0,0,0.5525
U132,R030,5,0.886,15.0,73.0,1,0.772
U132,R099,5,0.492,8.0,68.0,0,0.6381
U132,R079,4,0.48,33.0,94.0,0,0.708
U132,R072,4,0.575,32.0,77.0,0,0.6941
U132,R028,5,0.591,5.0,80.0,0,0.6759
U132,R051,2,0.629,24.0,85.0,0,0.5545
U132,R111,4,0.577,17.0,73.0,0,0.6321
U132,R037,1,0.722,16.0,72.0,0,0.4527
U132,R071,3,0.504,4.0,73.0,0,0.4965
U132,R047,1,0.709,4.0,62.0,0,0.3858
U132,R057,5,0.487,21.0,86.0,0,0.7201
U132,R075,5,0.524,4.0,68.0,0,0.6315
U132,R104,4,0.526,19.0,82.0,0,0.6446
U132,R046,3,0.613,25.0,91.0,0,0.6362
U133,R013,4,0.451,6.0,65.0,0,0.5446
U133,R018,1,0.641,23.0,69.0,0,0.4519
U133,R097,2,0.26,8.0,55.0,0,0.3441
U133,R067,2,0.484,23.0,62.0,0,0.4686
U133,R083,4,0.795,27.0,50.0,1,0.6769
U133,R039,4,0.758,4.0,78.0,1,0.64
U133,R077,2,0.473,23.0,67.0,0,0.4759
U133,R014,5,0.764,7.0,75.0,1,0.7165
U133,R040,3,0.655,31.0,53.0,0,0.5925
U133,R109,1,0.519,20.0,60.0,0,0.3925
U133,R017,5,0.489,13.0,55.0,0,0.6295
U133,R028,5,0.429,4.0,47.0,0,0.5658
U133,R050,5,0.544,12.0,71.0,0,0.6716
U133,R073,5,0.387,14.0,62.0,0,0.6217
U133,R016,3,0.491,15.0,71.0,0,0.5293
U133,R024,2,0.508,22.0,65.0,0,0.477
U134,R023,1,0.431,4.0,84.0,0,0.3603
U134,R072,5,0.347,12.0,81.0,0,0.6424
U134,R013,3,0.723,4.0,68.0,0,0.5413
U134,R097,4,0.547,13.0,83.0,0,0.63
U134,R042,5,0.546,23.0,77.0,0,0.7241
U134,R116,1,0.64,34.0,79.0,0,0.5116
U134,R048,2,0.807,5.0,81.0,1,0.5219
